,2002,2004,2006,2007,2009,2013,2014,2017,2018,2019,2021,2023
2115,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS,LAS PAMPAS
2120,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE,LA TINGUE
2125,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA,LA TOLA
2130,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION
2135,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION,LA UNION
2140,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO,LAURO GUERRERO
2145,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA
2150,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA,LA VICTORIA
2155,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA,LA VICTORIA DE IMBANA
2160,LICAN,LICAN,LICAN,LICAN,LICAN,,LICAN,LICAN,LICAN,LICAN,LICAN,LICAN
2165,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO,LICTO
2170,,,,,,LA CANELA,LA CANELA,LA CANELA,LA CANELA,LA CANELA,LA CANELA,LA CANELA
2175,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA,LIMONCOCHA
2180,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES,LINARES
2185,LITA,LITA,LITA,LITA,LITA,LITA,LITA,LITA,LITA,LITA,LITA,LITA
2205,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES
2210,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES,LOS ANDES
2215,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO,LUDO
2220,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO,LUIS CORDERO
2225,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES,LUIS VARGAS TORRES
2230,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA,LA BOCANA
2240,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS,LOS ENCUENTROS
2255,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO,LLACAO
2260,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS,LLAGOS
2265,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO,LLANO CHICO
2270,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA,LLIGUA
2275,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA,LLOA
2280,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA,LLUZHAPA
2285,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA,MACUMA
2305,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA,MACHALILLA
2310,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA,MADRE TIERRA
2315,MAGDALENA/CHAPACOT,MAGDALENA/CHAPACOT,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO,MAGDALENA/CHAPACOTO
2320,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA,MAJUA
2325,MALACATOS/VALLADOL,MALACATOS/VALLADOL,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID,MALACATOS/VALLADOLID
2330,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI,MALCHINGUI
2335,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO
2340,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO,MALDONADO
2345,MALIMPIA/GUAYLLABA,MALIMPIA/GUAYLLABA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA,MALIMPIA / GUAYLLABAMBA
2350,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS,MALVAS
2355,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO,MANGLARALTO
2360,MANU,MANU,MANU,MANU,MANU,MANU,MANU,MANU,MANU,MANU,MANU,MANU
2365,MANUEL J CALLE,MANUEL J CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE,MANUEL J. CALLE
2375,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL,MARCOS ESPINEL
2380,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA,MARIANO ACOSTA
2385,MARIANO MORENO/CAL,MARIANO MORENO/CAL,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY,MARIANO MORENO/CALLASAY
2390,MARISCAL SUCRE/HUA,MARISCAL SUCRE/HUA,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES,MARISCAL SUCRE/HUAQUES
2395,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE,MATAJE
2400,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS,MATUS
2405,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO,MERCADILLO
2410,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO,MINDO
2430,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO,MOLLETURO
2435,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO,MONTALVO
2445,MONTALVO/HORQUETA,MONTALVO/HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA,MONTALVO / HORQUETA
2450,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS,MONTALVO/ANDOAS
2455,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO,MONTEOLIVO
2460,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO,MORASPUNGO
2465,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO,MOROMORO
2470,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO,MORRO
2475,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO,MULALILLO
2480,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO,MULALO
2485,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD,MULTITUD
2490,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL,MULLIQUINDIL
2520,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA,NAMBACOLA
2525,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL,NANEGAL
2530,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO,NANEGALITO
2540,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON,NAYON
2545,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON,NAZON
2550,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES,NIEVES
2555,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA,NOBOA
2560,NONO,NONO,NONO,NONO,NONO,NONO,NONO,NONO,NONO,NONO,NONO,NONO
2565,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI,NUEVA TARQUI
2570,MULTI NULTI,MULTI NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI / NULTI,MULTI /  NULTI,MULTI /  NULTI,MULTI /  NULTI
2575,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA,NUEVA FATIMA
2595,OCTAVIO CORDERO P.,OCTAVIO CORDERO P.,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS,OCTAVIO CORDERO PALACIOS
2600,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO,OLMEDO/PESILLO
2620,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE,11 DE NOVIEMBRE
2630,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA,ORIANGA
2635,OTON,OTON,OTON,OTON,OTON,OTON,OTON,OTON,OTON,OTON,OTON,OTON
2640,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI,OYACACHI
2670,PAMPANAL D.BOLIVAR,PAMPANAL D.BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR,PAMPANAL DE BOLIVAR
2675,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS,PABLO ARENAS
2680,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA,PACCHA
2690,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO,PACTO
2710,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS,PALETILLAS
2715,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES,PALMALES
2720,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA,PALMA ROJA
2725,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS,PALMAS
2730,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA,PALMIRA
2745,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO,PANCHO NEGRO
2750,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR,PAN DE AZUCAR
2755,PANO,PANO,PANO,PANO,PANO,PANO,PANO,PANO,PANO,PANO,PANO,PANO
2760,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO,PANZALEO
2765,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA,PANACOCHA
2770,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA,PAPALLACTA
2775,PASA,PASA,PASA,PASA,PASA,PASA,PASA,PASA,PASA,PASA,PASA,PASA
2785,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI,PATAQUI
2795,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA,PATUCA
2810,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ,PEDRO PABLO GOMEZ
2820,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA,PENAHERRERA
2825,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO,PERUCHO
2830,PICAIHUA,PICAIHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA,PICAYHUA
2850,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS,PIEDRAS
2855,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO,PIFO
2860,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN,PILAHUIN
2865,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO,PILALO
2875,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA,PIMOCHA
2885,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG,PINDILIG
2890,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA,PINLLOPATA
2895,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG,PINTAG
2900,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER,PIOTER
2905,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI,PISTISHI
2915,PLAZA GUTIERREZ/CA,PLAZA GUTIERREZ/CA,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO,PLAZA GUTIERREZ/CALVARIO
2920,POALO,POALO,POALO,POALO,POALO,POALO,POALO,POALO,POALO,POALO,POALO,POALO
2925,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI,POMASQUI
2930,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA,POMPEYA
2940,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA,POSORJA
2945,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA,PRESIDENTE URBINA
2950,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL,PRINCIPAL
2955,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA,PUCAPAMBA
2965,PUCAYACU,PUCAYACU,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO,PUCAYACO
2970,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO,PUEBLO NUEVO
2975,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA,PUELA
2980,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO,PUELLARO
2985,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO,PUEMBO
2990,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO,PUERTO CAYO
3000,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI,PUERTO MISAHUALLI
3005,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR,PUERTO BOLIVAR
3015,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE,PUERTO PECHICHE
3020,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ,PUERTO RODRIGUEZ
3025,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA,PUMALLACTA
